DateTime,Date,Time,Name,LastModified,Value,RawValue
2021-11-24 14:13:59.249,2021-11-24,14:13:59.249,"Alram_ana1",2021-11-24 14:13:58.987,100,100
2021-11-24 14:13:59.249,2021-11-24,14:13:59.249,"b",2021-11-24 14:13:46.712,0,
2021-11-24 14:13:59.249,2021-11-24,14:13:59.249,"g",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:00.005,2021-11-24,14:14:00.005,"Alram_ana1",2021-11-24 14:14:00.004,95.069033530572,95
2021-11-24 14:14:00.005,2021-11-24,14:14:00.005,"b",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:00.005,2021-11-24,14:14:00.005,"g",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:00.106,2021-11-24,14:14:00.106,"Alram_ana1",2021-11-24 14:14:00.068,100,100
2021-11-24 14:14:00.106,2021-11-24,14:14:00.106,"b",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:00.106,2021-11-24,14:14:00.106,"g",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:00.206,2021-11-24,14:14:00.206,"Alram_ana1",2021-11-24 14:14:00.068,100,100
2021-11-24 14:14:00.206,2021-11-24,14:14:00.206,"b",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:00.206,2021-11-24,14:14:00.206,"g",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:00.306,2021-11-24,14:14:00.306,"Alram_ana1",2021-11-24 14:14:00.068,100,100
2021-11-24 14:14:00.306,2021-11-24,14:14:00.306,"b",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:00.306,2021-11-24,14:14:00.306,"g",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:00.406,2021-11-24,14:14:00.406,"Alram_ana1",2021-11-24 14:14:00.068,100,100
2021-11-24 14:14:00.406,2021-11-24,14:14:00.406,"b",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:00.406,2021-11-24,14:14:00.406,"g",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:00.537,2021-11-24,14:14:00.537,"Alram_ana1",2021-11-24 14:14:00.068,100,100
2021-11-24 14:14:00.537,2021-11-24,14:14:00.537,"b",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:00.537,2021-11-24,14:14:00.537,"g",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:01.067,2021-11-24,14:14:01.067,"Alram_ana1",2021-11-24 14:14:01.067,96.4497041420118,96
2021-11-24 14:14:01.067,2021-11-24,14:14:01.067,"b",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:01.067,2021-11-24,14:14:01.067,"g",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:01.169,2021-11-24,14:14:01.169,"Alram_ana1",2021-11-24 14:14:01.091,100,100
2021-11-24 14:14:01.169,2021-11-24,14:14:01.169,"b",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:01.169,2021-11-24,14:14:01.169,"g",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:01.268,2021-11-24,14:14:01.268,"Alram_ana1",2021-11-24 14:14:01.091,100,100
2021-11-24 14:14:01.268,2021-11-24,14:14:01.268,"b",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:01.268,2021-11-24,14:14:01.268,"g",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:01.368,2021-11-24,14:14:01.368,"Alram_ana1",2021-11-24 14:14:01.091,100,100
2021-11-24 14:14:01.368,2021-11-24,14:14:01.368,"b",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:01.368,2021-11-24,14:14:01.368,"g",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:01.468,2021-11-24,14:14:01.468,"Alram_ana1",2021-11-24 14:14:01.091,100,100
2021-11-24 14:14:01.468,2021-11-24,14:14:01.468,"b",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:01.468,2021-11-24,14:14:01.468,"g",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:01.628,2021-11-24,14:14:01.628,"Alram_ana1",2021-11-24 14:14:01.091,100,100
2021-11-24 14:14:01.628,2021-11-24,14:14:01.628,"b",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:01.628,2021-11-24,14:14:01.628,"g",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:01.668,2021-11-24,14:14:01.668,"Alram_ana1",2021-11-24 14:14:01.091,100,100
2021-11-24 14:14:01.668,2021-11-24,14:14:01.668,"b",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:01.668,2021-11-24,14:14:01.668,"g",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:01.768,2021-11-24,14:14:01.768,"Alram_ana1",2021-11-24 14:14:01.764,96.8441814595661,97
2021-11-24 14:14:01.768,2021-11-24,14:14:01.768,"b",2021-11-24 14:13:46.712,0,
2021-11-24 14:14:01.768,2021-11-24,14:14:01.768,"g",2021-11-24 14:13:46.712,0,
2021-11-24 14:16:28.828,2021-11-24,14:16:28.828,"Alram_ana1",2021-11-24 14:16:28.827,100,100
2021-11-24 14:16:28.928,2021-11-24,14:16:28.928,"Alram_ana1",2021-11-24 14:16:28.827,100,100
2021-11-24 14:16:29.028,2021-11-24,14:16:29.028,"Alram_ana1",2021-11-24 14:16:28.987,99.6055226824458,100
2021-11-24 14:16:29.129,2021-11-24,14:16:29.129,"Alram_ana1",2021-11-24 14:16:29.043,100,100
